Name,Jersey Number,Club,Position,Nationality,Age,Appearances,Wins,Losses,Goals,Goals per match,Headed goals,Goals with right foot,Goals with left foot,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy,Hit woodwork,Big chances missed,Big chances missed per match,Clean sheets,Goals conceded,Goals conceded  per match,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s 1v1,Successful 50/50s per match,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Assists per match,Passes,Passes per match,Big chances created,Big chances created per match,Crosses,Cross accuracy %,Through balls,Accurate long balls,Accurate long balls per match,Saves,Saves per match,Penalties saved,Penalties saved per match,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks,Yellow cards,Red cards,Fouls,Offsides
Cheikhou Kouyaté,8,Crystal-Palace,Midfielder,Senegal,30,197,64,76,13,0.07,5,7,0,0,0,167,54,32%,8,12,0.06,0,0,0,446,65%,0,33,310,412,260,0,1035,1311,1091,125,0.63,547,431,0,1,10,0.05,5799,29.44,3,0.02,104,16%,8,176,0.89,0,0,0,0,0,0,0,0,0,0,25,1,242,16
Andros Townsend,10,Crystal-Palace,Midfielder,England,29,211,78,91,22,0.1,0,5,17,1,1,335,103,31%,6,12,0.06,0,0,0,353,71%,0,112,177,82,21,0,913,1025,1045,414,1.96,19,76,0,2,22,0.1,4717,22.36,40,0.19,923,23%,12,111,0.53,0,0,0,0,0,0,0,0,0,0,14,0,78,22
Jeffrey Schlupp,15,Crystal-Palace,Midfielder,Ghana,27,148,56,61,11,0,1,3,7,0,0,0,0,0,0,0,0,17,153,1.03,278,70%,0,43,177,217,117,0,585,773,757,173,1.17,211,261,1,1,8,0.05,3156,21.32,10,0.07,199,19%,4,163,1.1,0,0,0,0,0,0,0,0,0,0,15,0,109,3
James McArthur,18,Crystal-Palace,Midfielder,Scotland,32,282,93,126,23,0.08,6,10,7,0,0,214,64,30%,3,12,0.04,0,0,0,613,72%,0,68,398,312,108,0,1448,1304,1452,155,0.55,314,385,0,0,18,0.06,10076,35.73,21,0.07,137,18%,32,570,2.02,0,0,0,0,0,0,0,0,0,0,45,0,370,13
James McCarthy,22,Crystal-Palace,Midfielder,Ireland,29,258,87,102,13,0.05,0,10,3,0,0,178,47,26%,4,8,0.03,0,0,0,674,73%,0,65,421,366,124,0,1284,1190,1014,123,0.48,148,167,0,3,12,0.05,10840,42.02,8,0.03,188,28%,23,835,3.24,0,0,0,0,0,0,0,0,0,0,48,1,309,2
Jairo Riedewald,44,Crystal-Palace,Midfielder,Netherlands,24,29,8,13,0,29,0,0,0,0,0,4,0,4%,0,0,0,0,0,0,25,72%,0,2,29,31,14,0,70,45,33,11,0.38,7,8,0,0,0,0,484,16.69,0,0,8,38%,1,29,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0
Eberechi Eze,25,Crystal-Palace,Midfielder,England,22,2,2,0,0,2,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,2,100%,0,0,0,0,0,0,5,4,8,2,1,0,1,0,0,0,0,14,7,0,0,3,67%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nya Kirby,37,Crystal-Palace,Midfielder,England,20,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mason Holgate,4,Everton,Defender,England,23,65,28,16,0,0,0,0,0,0,0,0,0,0,1,0,0,14,75,1.15,113,68%,0,3,81,274,140,1,285,319,227,27,0.42,124,120,0,1,4,0.06,2429,37.37,7,0.11,62,16%,2,218,3.35,0,0,0,0,0,0,0,0,0,0,11,0,43,3
Michael Keane,5,Everton,Defender,England,27,153,53,64,6,0,3,2,1,0,0,0,0,0,3,0,0,40,205,1.34,157,68%,2,17,249,978,652,2,656,899,574,22,0.14,685,417,1,1,5,0.03,6162,40.27,7,0.05,11,27%,3,479,3.13,0,0,0,0,0,0,0,0,0,0,13,0,82,5
Lucas Digne,12,Everton,Defender,France,27,72,28,27,4,0,0,0,4,0,0,0,0,0,5,0,0,20,89,1.24,150,64%,1,29,104,195,100,0,369,452,314,37,0.51,209,102,2,0,12,0.17,2961,41.12,21,0.29,570,28%,2,130,1.81,0,0,0,0,0,0,0,0,0,0,11,1,83,5
Yerry Mina,13,Everton,Defender,Colombia,26,44,17,16,3,0,2,1,0,0,0,0,0,0,0,0,0,8,52,1.18,54,56%,0,7,41,156,93,0,181,229,142,6,0.14,153,99,1,1,1,0.02,2052,46.64,2,0.05,4,4%,1,149,3.39,0,0,0,0,0,0,0,0,0,0,6,0,33,3
Séamus Coleman,23,Everton,Defender,Ireland,31,276,114,79,20,0,7,8,6,0,0,0,0,0,6,0,0,78,277,1,480,79%,8,48,296,542,284,1,1272,1308,1157,364,1.32,195,221,4,3,21,0.08,8930,32.36,36,0.13,742,20%,12,342,1.24,0,0,0,0,0,0,0,0,0,0,29,2,194,29
Jarrad Branthwaite,32,Everton,Defender,England,18,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1.5,8,88%,0,0,2,11,7,0,18,20,21,1,0.25,9,15,0,0,0,0,223,55.75,0,0,0,0%,0,13,3.25,0,0,0,0,0,0,0,0,0,0,0,0,4,0
Jonjoe Kenny,2,Everton,Defender,England,23,31,11,15,0,0,0,0,0,0,0,0,0,0,1,0,0,6,46,1.48,64,78%,0,2,46,107,56,0,138,142,122,11,0.35,62,43,0,0,2,0.06,1045,33.71,3,0.1,67,24%,0,68,2.19,0,0,0,0,0,0,0,0,0,0,3,0,28,0
Niels Nkounkou,18,Everton,Defender,France,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sandro Ramírez,28,Everton,Forward,Spain,25,8,2,4,0,8,0,0,0,0,0,9,1,11%,0,0,0,0,0,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,10.25,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Yannick Bolasie,29,Everton,Forward,The Democratic Republic Of Congo,31,119,38,51,11,0.09,1,8,2,0,0,219,72,33%,8,8,0.07,0,0,0,151,0,0,55,48,107,58,0,0,0,0,0,0,0,0,0,0,17,0.14,2124,17.85,25,0.21,595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,140,46
Richarlison,7,Everton,Forward,Brazil,23,111,41,47,31,0.28,7,12,11,0,0,280,85,30%,7,28,0.25,0,0,0,190,0,0,80,53,109,79,0,0,0,0,0,0,0,0,0,0,10,0.09,2452,22.09,22,0.2,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,114,56
Dominic Calvert-Lewin,9,Everton,Forward,England,23,116,43,46,28,0.24,12,12,4,0,0,195,77,39%,4,31,0.27,0,0,0,42,0,0,37,29,85,66,0,0,0,0,0,0,0,0,0,0,9,0.08,1588,13.69,9,0.08,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,138,36
Theo Walcott,11,Everton,Forward,England,31,346,176,93,75,0.22,3,60,12,0,0,616,267,43%,18,79,0.23,0,0,0,214,0,0,141,149,81,29,0,0,0,0,0,0,0,0,0,0,51,0.15,5491,15.87,61,0.18,952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,101,163
Cenk Tosun,14,Everton,Forward,Turkey,29,49,14,19,10,0.2,5,3,2,0,0,71,30,42%,0,6,0.12,0,0,0,23,0,0,12,6,16,11,0,0,0,0,0,0,0,0,0,0,3,0.06,619,12.63,4,0.08,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,50,19
Alex Iwobi,17,Everton,Forward,Nigeria,24,126,59,41,12,0.1,2,9,1,0,0,157,65,41%,4,10,0.08,0,0,0,99,0,0,46,44,33,15,0,0,0,0,0,0,0,0,0,0,16,0.13,3921,31.12,23,0.18,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,42,6
Bernard,20,Everton,Forward,Brazil,28,61,23,23,4,0.07,0,4,0,0,0,35,10,29%,2,5,0.08,0,0,0,81,0,0,14,43,19,4,0,0,0,0,0,0,0,0,0,0,5,0.08,1346,22.07,7,0.11,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,36,2
Moise Kean,27,Everton,Forward,Italy,20,31,9,13,2,0.06,0,2,0,0,0,31,13,42%,0,4,0.13,0,0,0,6,0,0,5,5,1,1,0,0,0,0,0,0,0,0,0,0,2,0.06,131,4.23,5,0.16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28,4
Anthony Gordon,24,Everton,Forward,England,19,11,3,4,0,11,0,0,0,0,0,6,1,17%,0,0,0,0,0,0,11,0,0,2,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0.09,113,10.27,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1
Jordan Pickford,1,Everton,Goalkeeper,England,26,147,48,65,0,0,0,0,0,0,0,0,0,0,0,0,0,38,218,1.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,4553,30.97,0,0,0,0,0,1273,8.66,462,3.14,4,0.03,71,98,38,65,609,1232,3,0,3,0
João Virgínia,31,Everton,Goalkeeper,Portugal,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonas Lössl,49,Everton,Goalkeeper,Denmark,31,69,12,41,0,0,0,0,0,0,0,0,0,0,0,0,0,14,112,1.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,0.03,2290,33.19,0,0,0,0,0,746,10.81,191,2.77,3,0.04,43,49,9,34,200,527,2,0,0,0
Fabian Delph,8,Everton,Midfielder,England,30,185,76,73,7,0.04,0,1,6,0,0,144,36,25%,5,3,0.02,0,0,0,395,71%,0,36,283,213,55,0,1011,987,706,259,1.4,130,165,0,5,8,0.04,8857,47.88,7,0.04,195,27%,13,508,2.75,0,0,0,0,0,0,0,0,0,0,29,3,140,1
Gylfi Sigurdsson,10,Everton,Midfielder,Iceland,31,284,114,110,61,0.21,3,45,13,9,7,603,221,37%,20,31,0.11,0,0,0,348,67%,0,203,283,163,44,0,1015,863,1223,197,0.69,88,246,0,1,45,0.16,7752,27.3,68,0.24,1363,26%,95,204,0.72,0,0,0,0,0,0,0,0,0,0,20,0,193,16
André Gomes,21,Everton,Midfielder,Portugal,27,48,18,19,1,0.02,0,1,0,0,0,27,5,19%,0,1,0.02,0,0,0,64,63%,0,6,27,25,16,0,308,229,338,66,1.38,56,45,0,0,2,0.04,2169,45.19,2,0.04,28,21%,4,187,3.9,0,0,0,0,0,0,0,0,0,0,13,0,89,0
Jean-Philippe Gbamin,25,Everton,Midfielder,Cote D'Ivoire,24,2,1,0,0,2,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,4,75%,0,0,1,4,3,0,8,11,10,2,1,3,2,0,0,0,0,70,35,0,0,0,0%,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Tom Davies,26,Everton,Midfielder,England,22,106,46,34,5,0.05,1,2,2,0,0,60,15,25%,2,4,0.04,0,0,0,132,61%,0,25,100,63,33,0,415,417,486,76,0.72,72,118,0,0,4,0.04,2909,27.44,5,0.05,43,19%,9,135,1.27,0,0,0,0,0,0,0,0,0,0,22,0,116,9
Beni Baningime,34,Everton,Midfielder,The Democratic Republic Of Congo,22,8,2,2,0,8,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,6,33%,0,0,2,1,0,0,9,9,14,1,0.13,1,2,0,0,0,0,82,10.25,0,0,0,0%,0,3,0.38,0,0,0,0,0,0,0,0,0,0,1,0,4,0
Allan,6,Everton,Midfielder,Brazil,29,2,2,0,0,2,0,0,0,0,0,1,1,100%,0,0,0,0,0,0,9,56%,0,0,3,3,1,0,18,16,13,2,1,1,2,0,0,0,0,140,70,0,0,2,2%,0,7,3.5,0,0,0,0,0,0,0,0,0,0,0,0,4,0
James Rodríguez,19,Everton,Midfielder,Colombia,29,2,2,0,1,0.5,0,0,1,0,0,4,1,25%,0,0,0,0,0,0,3,33%,0,1,3,0,0,0,9,12,10,3,1.5,1,3,0,0,1,0.5,109,54.5,2,1,7,29%,3,18,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Abdoulaye Doucouré,16,Everton,Midfielder,France,27,131,40,65,17,0.13,2,12,2,0,0,182,54,30%,2,11,0.08,0,0,0,235,58%,0,56,143,163,66,0,1019,576,658,129,0.98,154,168,0,1,11,0.08,6811,51.99,15,0.11,71,20%,7,213,1.63,0,0,0,0,0,0,0,0,0,0,31,0,145,10
Muhamed Besic,30,Everton,Midfielder,Bosnia And Herzegovina,28,46,14,17,0,46,0,0,0,0,0,26,7,27%,1,0,0,0,0,0,93,76%,0,7,34,56,26,0,154,186,165,53,1.15,21,16,0,1,0,0,1339,29.11,2,0.04,18,22%,3,116,2.52,0,0,0,0,0,0,0,0,0,0,11,0,42,0
Michael Hector,3,Fulham,Defender,Jamaica,28,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3.5,3,67%,0,1,0,4,2,1,13,10,7,2,1,3,1,0,0,0,0,127,63.5,0,0,0,0%,0,12,6,0,0,0,0,0,0,0,0,0,0,1,0,3,0
Denis Odoi,4,Fulham,Defender,Belgium,32,33,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3,69,2.09,49,71%,0,1,45,147,61,0,200,156,120,16,0.48,57,55,1,0,1,0.03,1434,43.45,1,0.03,16,25%,2,72,2.18,0,0,0,0,0,0,0,0,0,0,4,0,39,1
Tim Ream,13,Fulham,Defender,United States,32,40,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,5,78,1.95,42,57%,0,0,65,197,67,1,178,126,114,7,0.18,66,67,0,1,1,0.03,1517,37.92,1,0.03,3,33%,0,73,1.83,0,0,0,0,0,0,0,0,0,0,2,0,16,0
Maxime Le Marchand,20,Fulham,Defender,France,30,26,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,53,2.04,56,64%,0,3,54,122,48,0,164,129,106,10,0.38,56,45,0,1,1,0.04,1386,53.31,1,0.04,17,24%,1,91,3.5,0,0,0,0,0,0,0,0,0,0,5,0,28,3
Joe Bryan,23,Fulham,Defender,England,27,30,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,5,60,2,66,67%,0,7,37,74,35,0,135,147,115,18,0.6,32,37,0,1,1,0.03,1036,34.53,8,0.27,121,18%,1,54,1.8,0,0,0,0,0,0,0,0,0,0,5,0,27,2
Antonee Robinson,33,Fulham,Defender,United States,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenny Tete,2,Fulham,Defender,Netherlands,24,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,67%,0,0,4,3,2,0,4,6,5,0,0,3,0,0,0,1,1,27,27,1,1,6,50%,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0
Ola Aina,34,Fulham,Defender,Nigeria,23,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,16,5.33,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aleksandar Mitrovic,9,Fulham,Forward,Serbia,26,79,17,46,23,0.29,11,10,2,4,0,221,85,38%,7,24,0.3,0,0,0,44,0,0,46,13,88,76,0,0,0,0,0,0,0,0,0,0,7,0.09,1841,23.3,6,0.08,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,117,51
Bobby De Cordova-Reid,14,Fulham,Forward,Jamaica,27,29,7,19,6,0.21,0,5,1,1,0,29,10,34%,0,1,0.03,0,0,0,17,0,0,8,3,12,4,0,0,0,0,0,0,0,0,0,0,2,0.07,324,11.17,1,0.03,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11
Ivan Cavaleiro,17,Fulham,Forward,Portugal,26,25,10,11,3,0.12,0,3,0,0,0,13,4,31%,2,1,0.04,0,0,0,6,0,0,2,7,5,3,0,0,0,0,0,0,0,0,0,0,1,0.04,357,14.28,2,0.08,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,6
Aboubakar Kamara,47,Fulham,Forward,France,25,15,2,10,3,0.2,0,3,0,1,0,22,10,45%,0,4,0.27,0,0,0,8,0,0,0,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,262,17.47,1,0.07,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,26,7
Marek Rodák,12,Fulham,Goalkeeper,Slovakia,23,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,8,8,2,2,0,0,0,0,0,1,2,4,0,0,0,0
Fabri,31,Fulham,Goalkeeper,Spain,32,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,47,23.5,0,0,0,0,0,16,8,16,8,0,0,0,1,1,3,14,14,0,0,0,0
Alphonse Areola,1,Fulham,Goalkeeper,France,27,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,0,0,0,0,0,4,4,3,3,0,0,2,0,0,0,8,3,0,0,0,0
Jean Michael Seri,24,Fulham,Midfielder,Cote D'Ivoire,29,32,6,21,1,0.03,0,1,0,0,0,19,6,32%,1,1,0.03,0,0,0,41,68%,0,7,32,14,6,0,158,93,112,16,0.5,14,20,0,2,2,0.06,1592,49.75,7,0.22,108,36%,2,98,3.06,0,0,0,0,0,0,0,0,0,0,6,0,32,1
Kevin McDonald,6,Fulham,Midfielder,Scotland,31,41,3,29,1,0.02,0,1,0,0,0,19,3,16%,1,0,0,0,0,0,60,70%,0,7,43,37,11,0,131,117,116,10,0.24,28,13,0,0,1,0.02,1285,31.34,0,0,19,11%,8,115,2.8,0,0,0,0,0,0,0,0,0,0,9,1,33,2
Neeskens Kebano,7,Fulham,Midfielder,The Democratic Republic Of Congo,28,9,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0.67,3,33%,0,1,0,3,2,0,13,16,14,7,0.78,4,5,0,0,0,0,57,6.33,0,0,7,14%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
Stefan Johansen,8,Fulham,Midfielder,Norway,29,12,1,9,0,12,0,0,0,0,0,1,0,1%,0,0,0,0,0,0,10,30%,0,0,3,5,3,0,35,17,18,2,0.17,3,6,0,0,0,0,250,20.83,0,0,9,11%,0,13,1.08,0,0,0,0,0,0,0,0,0,0,4,0,6,0
Tom Cairney,10,Fulham,Midfielder,Scotland,29,43,7,28,2,0.05,0,0,2,0,0,33,7,21%,2,0,0,0,0,0,57,63%,0,11,32,22,5,0,219,187,146,54,1.26,21,23,0,0,1,0.02,1882,43.77,4,0.09,57,23%,9,104,2.42,0,0,0,0,0,0,0,0,0,0,2,0,22,0
Josh Onomah,25,Fulham,Midfielder,England,23,15,8,4,0,15,0,0,0,0,0,4,2,50%,0,0,0,0,0,0,10,90%,0,1,1,2,0,0,8,17,17,3,0.2,3,2,0,0,0,0,109,7.27,0,0,5,5%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
André-Frank Zambo Anguissa,29,Fulham,Midfielder,Cameroon,24,24,4,18,0,24,0,0,0,0,0,22,5,23%,0,0,0,0,0,0,54,59%,0,10,37,30,15,0,135,148,151,52,2.17,24,32,0,0,1,0.04,1113,46.38,1,0.04,3,33%,0,38,1.58,0,0,0,0,0,0,0,0,0,0,1,1,26,2
Mario Lemina,18,Fulham,Midfielder,Gabon,27,47,8,22,2,0.04,0,2,0,0,0,48,10,21%,2,0,0,0,0,0,105,69%,0,12,80,63,35,0,260,278,207,78,1.66,55,30,0,1,2,0.04,1787,38.02,3,0.06,19,21%,9,87,1.85,0,0,0,0,0,0,0,0,0,0,7,0,60,3
Harrison Reed,21,Fulham,Midfielder,England,25,19,9,5,0,19,0,0,0,0,0,6,3,50%,0,0,0,0,0,0,36,83%,0,1,26,14,3,0,45,60,64,2,0.11,7,21,0,0,0,0,419,22.05,0,0,4,4%,0,14,0.74,0,0,0,0,0,0,0,0,0,0,0,0,8,0
Tyrese Francois,35,Fulham,Midfielder,Australia,20,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke Ayling,2,Leeds-United,Defender,England,29,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3.5,10,60%,0,0,0,4,2,0,9,17,10,5,2.5,1,2,0,0,0,0,108,54,0,0,3,3%,1,9,4.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Barry Douglas,3,Leeds-United,Defender,Scotland,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liam Cooper,6,Leeds-United,Defender,Scotland,29,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3.33,3,100%,0,0,6,23,4,0,9,14,6,2,0.67,7,5,0,0,0,0,70,23.33,0,0,0,0%,0,8,2.67,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Pascal Struijk,21,Leeds-United,Defender,Netherlands,21,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,25%,0,0,3,11,4,0,4,5,0,0,0,1,0,0,0,0,0,59,59,0,0,0,0%,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leif Davis,24,Leeds-United,Defender,England,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robin Koch,5,Leeds-United,Defender,Germany,24,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3.5,5,80%,1,1,2,5,3,0,10,17,12,0,0,10,9,0,0,0,0,107,53.5,0,0,0,0%,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Oliver Casey,49,Leeds-United,Defender,England,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie Cresswell,35,Leeds-United,Defender,England,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robbie Gotts,36,Leeds-United,Defender,England,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ian Poveda-Ocampo,7,Leeds-United,Forward,England,20,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrick Bamford,9,Leeds-United,Forward,England,27,29,4,20,3,0.1,1,2,0,0,0,20,9,45%,1,2,0.07,0,0,0,14,0,0,6,6,9,5,0,0,0,0,0,0,0,0,0,0,1,0.03,193,6.66,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,7
Tyler Roberts,11,Leeds-United,Forward,Wales,21,3,1,1,0,3,0,0,0,0,0,2,1,50%,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0
Joe Gelhardt,30,Leeds-United,Forward,England,18,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rodrigo Moreno,20,Leeds-United,Forward,Spain,29,19,4,12,1,0.05,0,0,1,0,0,20,5,25%,1,0,0,0,0,0,15,0,0,6,12,5,2,0,0,0,0,0,0,0,0,0,0,1,0.05,190,10,5,0.26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2
Kiko Casilla,13,Leeds-United,Goalkeeper,Spain,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elia Caprile,25,Leeds-United,Goalkeeper,Italy,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam Forshaw,4,Leeds-United,Midfielder,England,28,35,6,16,0,35,0,0,0,0,0,28,6,21%,0,2,0.06,0,0,0,62,69%,0,9,36,23,10,0,176,133,169,22,0.63,17,41,0,0,1,0.03,1355,38.71,3,0.09,51,20%,8,99,2.83,0,0,0,0,0,0,0,0,0,0,4,0,33,1
Ezgjan Alioski,10,Leeds-United,Midfielder,0,0,1,1,0,0,1,0,0,0,0,0,1,1,100%,0,0,0,0,0,0,1,100%,0,0,1,0,0,0,2,2,4,0,0,0,1,0,0,0,0,11,11,0,0,1,1%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Stuart Dallas,15,Leeds-United,Midfielder,Northern Ireland,29,2,1,1,0,2,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,12,67%,0,0,4,7,2,0,18,19,5,2,1,1,0,0,0,0,0,101,50.5,0,0,1,1%,1,7,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pablo Hernández,19,Leeds-United,Midfielder,Spain,35,58,15,26,5,0.09,0,4,1,0,0,78,21,27%,1,2,0.03,0,0,0,56,68%,0,23,54,26,7,0,203,159,254,54,0.93,6,33,0,0,13,0.22,2341,40.36,12,0.21,183,17%,24,135,2.33,0,0,0,0,0,0,0,0,0,0,5,0,29,10
